Theme,Name,Gender,Usage,Meanings
Military,HILDEBRAND,m,"German (Archaic), Ancient Germanic","Means ""battle sword"", derived from the Germanic element hild ""battle"" combined with brand ""sword"". This was the name of the hero of an 8th-century poem written in Old High German."
Military,HILDEGARD,f,"German, Swedish, Norwegian, Danish, Ancient Germanic","Derived from the Germanic elements hild ""battle"" and gard ""enclosure"". Saint Hildegard was a 12th-century mystic from Bingen in Germany who was famous for her writings and poetry and also for her prophetic visions."
Military,HILDINGR,m,"Ancient Scandinavian, Norse Mythology","Means ""chief, warrior"", from Old Norse hildr ""battle"". This is the name of a character in the Norse tale Frithiof's Saga."
Military,HILDRED,f & m,English,"Possibly from the Old English masculine name Hildræd, which was composed of the elements hild ""battle"" and ræd ""counsel"". This name was revived in the late 19th century, probably because of its similarity to the popular names Hilda and Mildred."
Military,HILMAR,m,"German, Icelandic, Norwegian, Danish","From the Germanic name Hildimar, derived from the Germanic elements hild ""battle"" and mari ""famous""."
Military,HILTRUD,f,German,"Means ""strength in battle"", derived from the Germanic elements hild ""battle"" and thrud ""strength""."
Military,HJALMAR,m,"Swedish, Norwegian, Danish","From the Old Norse name Hjálmarr meaning ""helmeted warrior"" from the element hjalmr ""helmet"" combined with arr ""warrior""."
Military,HORATIO,m,English,"Variant of HORATIUS. It was borne by the British admiral Horatio Nelson (1758-1805), famous for his defeat of Napoleon's forces in the Battle of Trafalgar, in which he was himself killed. Since his time the name has been occasionally used in his honour."
Military,HORSA,m,Ancient Germanic,"From the Germanic element hros or hors meaning ""horse"". According to medieval chronicles, Horsa and his brother Hengist were the leaders of the first Saxon settlers to arrive in Britain. Horsa died in battle with the Britons."
Military,HRAFNHILDR,f,Ancient Scandinavian,"From the Old Norse elements hrafn ""raven"" and hildr ""battle""."
Military,HRÓARR,m,Ancient Scandinavian,"Old Norse name, derived from the element hróðr ""fame"" combined with either geirr ""spear"" (making it a relation of HRÓÐGEIRR), arr ""warrior"" or varr ""vigilant, cautious"". This is the name of a legendary Danish king, the same one who is featured in the Anglo-Saxon poem Beowulf with the name Hroðgar."
Military,HUMBERT,m,"French, German (Rare), English (Rare), Ancient Germanic","Means ""bright warrior"", derived from the Germanic elements hun ""warrior, bear cub"" and beraht ""bright"". The Normans introduced this name to England, though it has always been uncommon there. It was borne by two kings of Italy (called Umberto in Italian), who ruled in the 19th and 20th centuries."
Military,HUMPHREY,m,English,"Means ""peaceful warrior"" from the Germanic elements hun ""warrior, bear cub"" and frid ""peace"". The Normans introduced this name to England, where it replaced the Old English cognate Hunfrith, and it was regularly used through the Middle Ages. A famous bearer was the American actor Humphrey Bogart (1899-1957), who starred in The Maltese Falcon and Casablanca."
Military,ILDEFONSO,m,Spanish,"Spanish form of the Visigothic name Hildefons, which meant ""battle ready"", derived from the Germanic elements hild ""battle"" and funs ""ready"". This was the name of a 7th-century saint, an archbishop of Toledo."
Military,INDRA,m,"Hinduism, Indian, Hindi, Nepali","Means ""possessing drops of rain"" from Sanskrit इन्दु (indu) meaning ""a drop"" and र (ra) meaning ""acquiring, possessing"". Indra is the name of the ancient Hindu warrior god of the sky and rain. He is the chief god in the Rigveda."
Military,INGVAR,m,"Swedish, Icelandic, Norwegian, Danish","From the Old Norse name Yngvarr, which was derived from the name of the Germanic god YNGVI combined with arr meaning ""warrior""."
Military,INGVILD,f,Norwegian,"From the Old Norse name Yngvildr, derived from the name of the Norse god YNGVI combined with hildr ""battle""."
Military,IRMHILD,f,German,"Derived from the Germanic elements ermen ""whole, universal"" and hild ""battle""."
Military,ISOLDE,f,"English (Rare), German, Arthurian Romance","The origins of this name are uncertain, though some Celtic roots have been suggested. It is possible that the name is ultimately Germanic, perhaps from a hypothetic name like Ishild, composed of the elements is ""ice, iron"" and hild ""battle"".... [more]"
Military,IVOR,m,"Irish, Scottish, Welsh, English (British)","From the Old Norse name Ívarr, which was derived from the elements yr ""yew, bow"" and arr ""warrior"". During the Middle Ages it was brought to Britain by Scandinavian settlers and invaders, and it was adopted in Ireland, Scotland and Wales."
Military,IZZ AL-DIN,m,Arabic,"Means ""glory of religion"", derived from Arabic عزّ ('izz) meaning ""glory, power"" and دين (din) meaning ""religion"". In the 13th century Izz al-Din Aybak became the first Mamluk ruler of Egypt. The Mamluks were a warrior caste who were originally slaves."
Military,JAEL,f,Biblical,"From the Hebrew name יָעֵל (Ya'el) meaning ""ibex, mountain goat"". This name appears in the Old Testament belonging to the wife of Heber the Kenite. After Sisera, the captain of the Canaanite army, was defeated in battle by Deborah and Barak he took refuge in Heber's tent. When he fell asleep Jael killed him by hammering a tent peg into his head."
Military,JARL,m,"Norwegian, Swedish, Danish, Norse Mythology, Ancient Scandinavian","Means ""chieftain, nobleman, earl"" in Old Norse. In Norse legend Jarl was the son of the god Ríg and the founder of the race of warriors."
Military,JIMMU,m,Japanese Mythology,"Means ""divine warrior"", from Japanese 神 (jin) meaning ""god"" and 武 (mu) meaning ""military, martial"". In Japanese legend this was the name of the founder of Japan and the first emperor, supposedly ruling in the 7th century BC."
Military,JOAB,m,Biblical,"Means ""YAHWEH is father"" in Hebrew. According to the Old Testament, he was the commander of King David's army. In separate incidents he killed both Abner and Absalom. When Solomon came to power he was executed."
Military,JOAN (1),f,English,"Medieval English form of Johanne, an Old French form of Iohanna (see JOANNA). This was the usual English feminine form of John in the Middle Ages, but it was surpassed in popularity by Jane in the 17th century. It again became quite popular in the first half of the 20th century, entering the top ten names for both the United States and the United Kingdom, though it has since faded.... [more]"
Military,JONATHAN,m,"English, French, German, Swedish, Norwegian, Danish, Dutch, Biblical","From the Hebrew name יְהוֹנָתָן (Yehonatan), contracted to יוֹנָתָן (Yonatan), meaning ""YAHWEH has given"", derived from the roots יְהוֹ (yeho) referring to the Hebrew God and נָתַן (natan) meaning ""to give"". According to the Old Testament, Jonathan was the eldest son of Saul. His relationship with his father was strained due to his close friendship with his father's rival David. Along with Saul he was killed in battle with the Philistines.... [more]"
Military,JUN (1),m & f,"Chinese, Korean","From Chinese 君 (jūn) meaning ""king, ruler"", 俊 (jùn) meaning ""talented, handsome"" (which is usually only masculine) or 军 (jūn) meaning ""army"" (also usually only masculine). This is also a single-character Korean name, often from the hanja 俊 meaning ""talented, handsome"". This name can be formed by other characters besides those shown here."
Military,JUNAYD,m,Arabic,"Means ""small army"", derived from Arabic جند (jund) meaning ""army, soldiers""."
Military,KALLISTRATE,f,Ancient Greek,"Means ""beautiful army"" from the Greek elements κάλλος (kallos) meaning ""beauty"" and στρατός (stratos) meaning ""army""."
Military,KAMAU,m,"Eastern African, Kikuyu","Possibly means ""quiet warrior"" in Kikuyu."
Military,KARNA,m,Hinduism,"Derived from Sanskrit कर्ण (karna) meaning ""ear"". This is the name of the son of the Hindu sun god Surya and the goddess Kunti, who gave birth to him through her ear. He was a great warrior who joined the Kauravas to fight against his half-brothers the Pandavas, eventually becoming the king of Anga."
Military,KEKOA,m,Hawaiian,"Means ""the warrior"" from Hawaiian ke, a definite article, and koa ""warrior, koa tree""."
Military,KEMP,m,English (Rare),"From a surname derived from Middle English kempe meaning ""champion, athlete, warrior""."
Military,KOA,m,Hawaiian,"Means ""warrior, koa tree"" in Hawaiian."
Military,KRIEMHILD,f,"German (Rare), Germanic Mythology","Derived from the Germanic elements grim ""mask"" and hild ""battle"". Kriemhild was a beautiful heroine in the Germanic saga the Nibelungenlied, where she is the sister of Günther and the wife of Siegfried. After her husband is killed by Hagen with the consent of Günther, Kriemhild tragically exacts her revenge."
Military,KUMARI,f,"Hinduism, Indian, Hindi, Telugu",Feminine form of KUMARA. In the Hindu epic the Mahabharata Kumari is the wife of the warrior Bhima. This is also another name of the Hindu goddess Durga.
Military,LEHI,m,Mormon,"From an Old Testament place name meaning ""jawbone"" in Hebrew, so called because it was the site where the hero Samson defeated 1,000 warriors using only the jawbone of a donkey as a weapon. It is also used in the Book of Mormon as the name of a prophet."
Military,LEOFGYÐ,f,Anglo-Saxon,"Derived from the Old English elements leof ""dear, agreeable, beloved"" and gyð ""battle""."
Military,LEONIDAS,m,"Greek, Ancient Greek","Derived from Greek λέων (leon) meaning ""lion"" combined with the patronymic suffix ἴδης (ides). Leonidas was a Spartan king of the 5th century BC who sacrificed his life and his army defending the pass of Thermopylae from the Persians. This was also the name of a 3rd-century saint and martyr, the father of Origen, from Alexandria."
Military,LEUTHAR,m,Ancient Germanic,"Germanic name composed of the elements leud ""people"" and hari ""army""."
Military,LÓEGAIRE,m,"Irish Mythology, Ancient Irish","Means ""calf herder"", derived from Irish loagh ""calf"". In Irish mythology Lóegaire Búadach was an Ulster warrior. He saved the life of the poet Áed, but died in the process. This was also the name of several Irish high kings."
Military,LONGINUS,m,Ancient Roman,"Roman cognomen derived from Latin longus ""long"". According to Christian legend Saint Longinus was the name of the Roman soldier who pierced Jesus' side with a spear, then converted to Christianity and was martyred. The name was also borne by the 3rd-century Greek philosopher Cassius Longinus."
Military,LOTHAR,m,"German, Ancient Germanic","From the Germanic name Chlodochar meaning ""famous army"", derived from the elements hlud ""famous"" and hari ""army"". This was the name of a 9th-century Frankish king, the son of Louis I, who ruled the region called Lorraine. It was also borne by medieval kings of France, Italy and the Holy Roman Empire."
Military,LUDWIG,m,German,"From the Germanic name Chlodovech meaning ""famous battle"", composed of the elements hlud ""famous"" and wig ""war, battle"". This was the name of three Merovingian kings of the Franks (though their names are usually spelled in the Latinized form Clovis) as well as several Carolingian kings and Holy Roman emperors (names often spelled in the French form Louis). Other famous bearers include the German composer Ludwig van Beethoven (1770-1827) and the Austrian philosopher Ludwig Wittgenstein (1889-1951), who contributed to logic and the philosophy of language."
Military,LYSIMACHUS,m,Ancient Greek (Latinized),"Latinized form of the Greek name Λυσίμαχος (Lysimachos), derived from λύσις (lysis) meaning ""a release, loosening"" and μάχη (mache) meaning ""battle"". This was the name of one of the generals under Alexander the Great. After Alexander's death Lysimachus took control of Thrace."
Military,LYSISTRATE,f,Ancient Greek,"Derived from λύσις (lysis) meaning ""a release, loosening"" and στρατός (stratos) meaning ""army"". This is the name of a comedy by the Greek playwright Aristophanes."
Military,MAEVE,f,"Irish, Irish Mythology","Anglicized form of the Gaelic name Medb meaning ""intoxicating"". In Irish legend this was the name of a warrior queen of Connacht. Her fight against Ulster and the hero Cúchulainn is told in the Irish epic The Cattle Raid of Cooley."
Military,MAGNHILD,f,Norwegian,"Derived from Old Norse magn ""mighty, strong"" and hildr ""battle"". This was the name of a novel by the Norwegian author Bjørnstjerne Bjørnson."
Military,MALALAI,f,Pashto,"Means ""sad, grieved"" in Pashto. This was the name of a Pashtun woman who encouraged the Afghan forces during the 1880 Battle of Maiwand against the British."
Military,MARDUK,m,Semitic Mythology,"Probably from Sumerian amar-Utuk meaning ""calf of Utu"", derived from amar combined with the name of the sun god UTU. This was the name of the chief Babylonian god, presiding over heaven, light, sky, battle, and fertility. After killing the dragon Tiamat, who was an old enemy of the gods, he created the world and sky from the pieces of her body."
Military,MATILDA,f,"English, Swedish, Finnish, Slovak","From the Germanic name Mahthildis meaning ""strength in battle"", from the elements maht ""might, strength"" and hild ""battle"". Saint Matilda was the wife of the 10th-century German king Henry I the Fowler. The name was common in many branches of European royalty in the Middle Ages. It was brought to England by the Normans, being borne by the wife of William the Conqueror himself. Another notable royal by this name was a 12th-century daughter of Henry I of England, known as the Empress Matilda because of her first marriage to the Holy Roman emperor Henry V. She later invaded England, laying the foundations for the reign of her son Henry II.... [more]"
Military,MAURICE,m,"English, French","From the Roman name Mauritius, a derivative of MAURUS. Saint Maurice was a 3rd-century Roman soldier from Egypt. He and the other Christians in his legion were supposedly massacred on the orders of Emperor Maximian for refusing to worship Roman gods. Thus, he is the patron saint of infantry soldiers.... [more]"
Military,MICHAEL,m,"English, German, Swedish, Norwegian, Danish, Dutch, Czech, Biblical, Biblical Latin, Biblical Greek","From the Hebrew name מִיכָאֵל (Mikha'el) meaning ""who is like God?"". This is a rhetorical question, implying no person is like God. Michael is one of the archangels in Hebrew tradition and the only one identified as an archangel in the Bible. In the Book of Daniel in the Old Testament he is named as a protector of Israel. In the Book of Revelation in the New Testament he is portrayed as the leader of heaven's armies in the war against Satan, and is thus considered the patron saint of soldiers in Christianity.... [more]"
Military,MILDGYÐ,f,Anglo-Saxon,"Old English name derived from the elements milde ""gentle"" and gyð ""battle"". This was the name of a 7th-century saint, the sister of Saint Mildred."
Military,MILES,m,English,"From the Germanic name Milo, introduced by the Normans to England in the form Miles. The meaning is not known for certain. It is possibly connected to the Slavic name element milu meaning ""gracious"". From an early date it was associated with Latin miles ""soldier"".... [more]"
Military,MILIVOJ,m,"Croatian, Serbian, Slovene, Medieval Slavic","Derived from the Slavic elements milu ""gracious"" and voji ""soldier""."
Military,MILOŠ,m,"Czech, Slovak, Serbian, Slovene, Croatian, Macedonian","Originally a diminutive of names beginning with the Slavic element milu ""gracious, dear"". This was the name of a 14th-century Serbian hero who apparently killed the Ottoman sultan Murad I at the Battle of Kosovo."
Military,MILTIADES,m,Ancient Greek,"Derived from Greek μίλτος (miltos) meaning ""red earth"" and the patronymic suffix ἴδης (ides). This was the name of the general who led the Greek forces to victory against the Persians in the Battle of Marathon."
Military,MODU,m,History,"Possibly a Middle Chinese form of the old Turkic honorific bagatur meaning ""hero, warrior"". Modu Chanyu was a 3rd-century BC ruler of the Xiongnu, a people from Mongolia."
Military,MONTGOMERY,m,English,"From an English surname meaning ""GUMARICH's mountain"" in Norman French. A notable bearer of this surname was Bernard Montgomery (1887-1976), a British army commander during World War II."
Military,MORDRED,m,"Welsh Mythology, Arthurian Romance","From Welsh Medraut, possibly from Latin moderatus meaning ""controlled, moderated"". In Arthurian legend Mordred was the illegitimate son (in some versions nephew) of King Arthur. Mordred first appears briefly (as Medraut) in the 10th-century Annales Cambriae, but he was not portrayed as a traitor until the chronicles of the 12th-century Geoffrey of Monmouth. While Arthur is away he seduces his wife Guinevere and declares himself king. This prompts the battle of Camlann, which leads to the deaths of both Mordred and Arthur."
Military,MURCHADH,m,"Irish, Scottish","Derived from Gaelic muir ""sea"" and cadh ""warrior""."
Military,NELSON,m,English,"From an English surname meaning ""son of NEIL"". It was originally given in honour of the British admiral Horatio Nelson (1758-1805). His most famous battle was the Battle of Trafalgar, in which he destroyed a combined French and Spanish fleet, but was himself killed. Another notable bearer was the South African statesman Nelson Mandela (1918-2013). Mandela's birth name was Rolihlahla; as a child he was given the English name Nelson by a teacher."
Military,NEREUS,m,"Greek Mythology, Ancient Greek, Biblical, Biblical Latin, Biblical Greek","Derived from Greek νηρός (neros) meaning ""water"". In Greek myth this was the name of a god of the sea, the father of the Nereids. It is mentioned briefly in the New Testament, belonging to a Christian in Rome. This was also the name of a Roman saint of the 1st century, a member of the army, who was martyred with his companion Achilleus because they refused to execute Christians."
Military,NIKOMACHOS,m,Ancient Greek,"Means ""battle of victory"" from Greek νίκη (nike) meaning ""victory"" and μάχη (mache) meaning ""battle""."
Military,NIKOSTRATOS,m,Ancient Greek,"Means ""army of victory"" from Greek νίκη (nike) meaning ""victory"" and στρατός (stratos) meaning ""army"". This was the name of a Roman saint martyred during the persecutions of Emperor Diocletian at the end of the 3rd century."
Military,NUADA,m,Irish Mythology,"Possibly means ""to acquire"" in Irish. In Irish mythology he was a divine leader of the Tuatha De Danann. After he lost an arm in battle it was replaced with one made from silver. He was later killed in battle against the Fomorians."
Military,NURLAN,m,"Kazakh, Kyrgyz","From Kazakh нұр (nur) meaning ""light"" (of Arabic origin) combined with ұлан (ulan) meaning ""young man, soldier"". The corresponding Kyrgyz roots are нур and улан."
Military,ODIN,m,"Norse Mythology, English (Modern)","Anglicized form of Old Norse Óðinn, which was derived from óðr meaning ""inspiration, rage, frenzy"". It ultimately developed from the early Germanic *Woðanaz. The name appears as Woden in Anglo-Saxon sources (for example, as the founder of several royal lineages in the Anglo-Saxon Chronicle) and in forms such as Wotan, Wuotan or Wodan in continental Europe. However, Odin is best known from Norse mythology, as the highest of the gods, presiding over art, war, wisdom and death. He resided in Valhalla, where warriors went after they were slain."
Military,OISÍN,m,"Irish, Irish Mythology","Means ""little deer"", derived from Irish os ""deer"" combined with a diminutive suffix. In Irish legend Oisín was a warrior hero and a poet, the son of Fionn mac Cumhail."
Military,OLVE,m,Norwegian,"From the Old Norse name Ǫlvir, possibly derived from ala ""all"" or alu ""defense, protection, luck"" combined with vér ""holy man"" or ""warrior""."
Military,OSWALD,m,"English, German, Anglo-Saxon","Derived from the Old English elements os ""god"" and weald ""power, ruler"". Saint Oswald was a king of Northumbria who introduced Christianity to northeast England in the 7th century before being killed in battle. There was also an Old Norse cognate Ásvaldr in use in England, being borne by the 10th-century Saint Oswald of Worcester, who was of Danish ancestry. Though the name had died out by the end of the Middle Ages, it was revived in the 19th century."
Military,PANTHERAS,m,Ancient Greek,"Derived from Greek πάνθηρ (panther) meaning ""panther"", a word ultimately of Sanskrit origin, though folk etymology connects it to Greek πᾶν (pan) meaning ""all"" and θηράω (therao) meaning ""to hunt"". According to some legends a Roman soldier named Panthera was the father of Jesus."
Military,PARIS (1),m,Greek Mythology,"Meaning unknown, possibly of Luwian or Hittite origin. In Greek mythology he was the Trojan prince who kidnapped Helen and began the Trojan War. Though presented as a somewhat of a coward in the Iliad, he did manage to slay the great hero Achilles. He was himself eventually slain in battle by Philoctetes."
Military,PAUL,m,"English, French, German, Dutch, Swedish, Norwegian, Danish, Estonian, Romanian, Biblical","From the Roman family name Paulus, which meant ""small"" or ""humble"" in Latin. Paul was an important leader of the early Christian church. According to Acts in the New Testament, he was a Jewish Roman citizen who converted to Christianity after the resurrected Jesus appeared to him. After this he travelled the eastern Mediterranean as a missionary. His original Hebrew name was Saul. Many of the epistles in the New Testament were authored by him.... [more]"
Military,PHARAILDIS,f,Ancient Germanic (Latinized),"Derived from the Germanic elements fara ""journey"" and hild ""battle"". This was the name of an 8th-century saint from Ghent, Belgium."
Military,PHINEHAS,m,Biblical,"Probably means ""Nubian"" from the Egyptian name Panhsj, though some believe it means ""serpent's mouth"" in Hebrew. In the Old Testament Phinehas is a grandson of Aaron who kills an Israelite because he is intimate with a Midianite woman, thus stopping a plague sent by God. Also in the Bible this is the son of Eli, killed in battle with the Philistines."
Military,PRASENJIT,m,Bengali,"Means ""conqueror of an expert army"" in Sanskrit."
Military,PREBEN,m,"Danish, Norwegian","Modern Danish form of the name Pridbjørn, which was a medieval Scandinavian form of the Slavic (Wendish) name Pridbor, which was derived from Slavic prid meaning ""first"" and borti meaning ""battle"". It was imported into Danish via the medieval Putbus family, who were Slavic nobles from Rügen in Pomerania."
Military,PYRRHUS,m,"Greek Mythology (Latinized), Ancient Greek (Latinized)","From the Greek name Πύρρος (Pyrrhos) meaning ""flame-coloured, red"", related to πῦρ (pyr) meaning ""fire"". This was another name of Neoptolemus the son of Achilles. This was also the name of a 3rd-century BC king of Epirus who was famed for his victorious yet costly battles against Rome."
Military,QUÂN,m,Vietnamese,"From Sino-Vietnamese 軍 (quân) meaning ""army""."
Military,RAGNHILD,f,"Swedish, Norwegian, Danish","From the Old Norse name Ragnhildr, composed of the elements regin ""advice, counsel"" and hildr ""battle""."
Military,RATIMIR,m,"Croatian, Medieval Slavic","Derived from the Slavic elements rati meaning ""war, battle"" and miru meaning ""peace, world""."
Military,RATISLAV,m,Medieval Slavic,"Derived from the Slavic elements rati meaning ""war, battle"" and slava meaning ""glory""."
Military,RATKO,m,"Croatian, Serbian","Diminutive of names beginning with the Slavic element rati meaning ""war, battle""."
Military,RAYNER,m,English (Archaic),"From the Germanic name Raganhar, composed of the elements ragin ""advice"" and hari ""army"". The Normans brought this name to England where it came into general use, though it was rare by the end of the Middle Ages."
Military,REIDAR,m,Norwegian,"From the Old Norse name Hreiðarr, which was derived from the elements hreiðr ""nest, home"" and arr ""warrior""."
Military,REINHILD,f,German,"From a Germanic name that was composed of the elements ragin ""advice"" and hild ""battle""."
Military,ROBERT,m,"English, French, Swedish, Norwegian, Danish, German, Dutch, Finnish, Estonian, Czech, Polish, Russian, Slovene, Croatian, Romanian, Catalan, Ancient Germanic","From the Germanic name Hrodebert meaning ""bright fame"", derived from the Germanic elements hrod ""fame"" and beraht ""bright"". The Normans introduced this name to Britain, where it replaced the Old English cognate Hreodbeorht. It has been consistently among the most common English names from the 13th to 20th century. In the United States it was the most popular name for boys between 1924 and 1939 (and again in 1953).... [more]"
Military,ROLAND,m,"English, French, German, Swedish, Dutch, Hungarian, Polish, Medieval French","From the Germanic elements hrod meaning ""fame"" and landa meaning ""land"", though some theories hold that the second element was originally nand meaning ""brave"". Roland was a semi-legendary French hero whose story is told in the medieval epic La Chanson de Roland, in which he is a nephew of Charlemagne killed in battle with the Saracens. The Normans introduced this name to England."
Military,ROMILDA,f & m,"Italian, Ancient Germanic","Means ""famous battle"" from the Germanic elements hrom ""fame"" and hild ""battle""."
Military,ROSTAM,m,"Persian, Persian Mythology","Meaning unknown, possibly from Avestan raodha ""to grow"" and takhma ""strong, brave, valiant"". Rostam was a warrior hero in Persian legend. The 10th-century Persian poet Ferdowsi recorded his tale in the Shahnameh."
Military,RUNAR,m,Norwegian,"Derived from the Old Norse elements rún ""secret lore"" and arr ""warrior"". This name did not exist in Old Norse, but was created in the modern era."
Military,RYDER,m,English (Modern),"From an English occupational surname derived from Old English ridere meaning ""mounted warrior"" or ""messenger""."
Military,SAMUEL,m,"English, French, German, Dutch, Spanish, Portuguese, Polish, Czech, Slovak, Swedish, Norwegian, Danish, Finnish, Jewish, Biblical","From the Hebrew name שְׁמוּאֵל (Shemu'el), which could mean either ""name of God"" or ""God has heard"". As told in the Books of Samuel in the Old Testament, Samuel was the last of the ruling judges. He led the Israelites during a period of domination by the Philistines, who were ultimately defeated in battle at Mizpah. Later he anointed Saul to be the first king of Israel, and even later anointed his successor David.... [more]"
Military,SARPEDON,m,Greek Mythology,"Meaning unknown. In Greek legend Sarpedon was the son of Zeus and Laodamia, and the king of the Lycians. He was one of the chief warriors who fought against the Greeks in defense of Troy, but he was killed by Patroclus. Another Sarpedon was the son of Zeus and Europa."
Military,SEBASTIAN,m,"German, English, Swedish, Norwegian, Danish, Polish, Finnish, Romanian, Czech","From the Latin name Sebastianus, which meant ""from Sebaste"". Sebaste was the name a town in Asia Minor, its name deriving from Greek σεβαστός (sebastos) meaning ""venerable"" (a translation of Latin Augustus, the title of the Roman emperors). According to Christian tradition, Saint Sebastian was a 3rd-century Roman soldier martyred during the persecutions of the emperor Diocletian. After he was discovered to be a Christian, he was tied to a stake and shot with arrows. This however did not kill him. Saint Irene of Rome healed him and he returned to personally admonish Diocletian, whereupon the emperor had him beaten to death.... [more]"
Military,SHAKA,m,History,"From Zulu uShaka, apparently from ishaka, a stomach cramp caused by an intestinal parasite. This was the name of a Zulu warrior king (1787-1828), supposedly given because his unmarried mother Nandi and/or his father Senzangakhona blamed her pregnancy symptoms on the parasite."
Military,SHULMANU,m,Semitic Mythology,Possibly cognate with the Western Semitic god SHALIM. Shulmanu was an Eastern Semitic (Mesopotamian) god associated with battle.
Military,SIEGER,m,Dutch,"Derived from the Germanic elements sigu ""victory"" and hari ""army""."
Military,SIEGHILD,f,German (Rare),"Derived from the Germanic elements sigu ""victory"" and hild ""battle""."
Military,SOHRAB,m,"Persian, Persian Mythology","Probably from Middle Persian swhr ""red"" and ab ""water"". In the 10th-century Persian epic the Shahnameh this is the name of the son of the hero Rostam. He was tragically slain in battle by his father, who was unaware he was fighting his own son."
Military,SOSTRATE,f,Ancient Greek,"Means ""safe army"" from Greek σῶς (sos) meaning ""safe, whole, unwounded"" and στρατός (stratos) meaning ""army""."
Military,SPARTACUS,m,History,"Means ""from the city of Sparta"" in Latin. Spartacus was the name of a Thracian-born Roman slave who led a slave revolt in Italy in the 1st century BC. He was eventually killed in battle and many of his followers were crucified."
Military,STEINAR,m,Norwegian,"From the Old Norse name Steinarr, derived from the elements steinn ""stone"" and arr ""warrior""."
Military,STRATON,m,Ancient Greek,"Derived from Greek στρατός (stratos) meaning ""army"". This was the name of a 3rd-century BC Greek philosopher."
Military,SVYATOPOLK,m,Russian (Rare),"Means ""blessed people"" from the Slavic elements svetu ""blessed, holy"" and pulku ""people, host, army""."
Military,SWANHILD,f,German (Rare),"Derived from the Germanic elements swan ""swan"" and hild ""battle""."
Military,TAHMINA,f,"Persian Mythology, Tajik, Bengali","Derived from Avestan takhma meaning ""strong, brave, valiant"". This is the name of a character in the 10th-century Persian epic the Shahnameh. She is a daughter of the king of Samangan who marries the warrior hero Rostam and eventually bears him a son, whom they name Sohrab."
Military,TAISTO,m,Finnish,"Means ""battle"" in Finnish."
Military,TAMATOA,m,Tahitian,"From Tahitian tama ""child"" and toa ""warrior""."
Military,THEMISTOCLES,m,Ancient Greek (Latinized),"Latinized form of the Greek name Θεμιστοκλῆς (Themistokles) meaning ""glory of the law"", from θέμις (themis) meaning ""law of nature, divine law"" (genitive θέμιστος) and κλέος (kleos) meaning ""glory"". This was the name of an Athenian statesman and general who was victorious over the Persians in the Battle of Salamis."
Military,THEODORE,m,English,"From the Greek name Θεόδωρος (Theodoros), which meant ""gift of god"" from Greek θεός (theos) meaning ""god"" and δῶρον (doron) meaning ""gift"". The name Dorothea is derived from the same roots in reverse order. This was the name of several saints, including Theodore of Amasea, a 4th-century Greek soldier; Theodore of Tarsus, a 7th-century archbishop of Canterbury; and Theodore the Studite, a 9th-century Byzantine monk. It was also borne by two popes.... [more]"
Military,ÞÓRIR,m,"Icelandic, Ancient Scandinavian","Means ""Thor's warrior"" from the name of the Norse god Þórr (see THOR) combined with Old Norse vér ""warrior, fighter""."
Military,TORHILD,f,Norwegian,"From the Old Norse name Þórhildr, which meant ""Thor's battle"" from the name of the Norse god Þórr (see THOR) combined with hildr ""battle""."
Military,TRAVIS,m,English,"From the English surname Travis (a variant of TRAVERS). It was used in America in honour of William Travis (1809-1836), the commander of the Texan forces at the Battle of the Alamo."
Military,URIAH,m,Biblical,"From the Hebrew name אוּרִיָה ('Uriyah) meaning ""YAHWEH is my light"", from the roots אוּר ('ur) meaning ""light, flame"" and יָה (yah) referring to the Hebrew God. In the Old Testament this is the name of a Hittite warrior in King David's army, the first husband of Bathsheba. David desired Bathsheba so he placed Uriah in the forefront of battle so he would be killed."
Military,URS,m,German (Swiss),"German form of the Latin name Ursus, which meant ""bear"". Saint Ursus was a 3rd-century soldier in the Theban Legion who was martyred with Saint Victor. He is the patron saint of Solothurn in Switzerland."
Military,VALKYRIE,f,Various,"Means ""chooser of the slain"", derived from Old Norse valr ""the slain"" and kyrja ""chooser"". In Norse myth the Valkyries were maidens who led heroes killed in battle to Valhalla."
Military,VELIBOR,m,"Serbian, Croatian","Derived from the Slavic elements veli ""great"" and borti ""battle""."
Military,VERCINGETORIX,m,Gaulish,"Means ""king over warriors"" from Gaulish ver ""on, over"" combined with cingeto ""marching men, warriors"" and rix ""king"". This name was borne by a chieftain of the Gaulish tribe the Arverni. He led the resistance against Julius Caesar's attempts to conquer Gaul, but he was eventually defeated, brought to Rome, and executed."
Military,VIDAR,m,"Swedish, Norwegian, Danish, Norse Mythology","From the Old Norse Víðarr, which is possibly derived from víðr ""wide"" and arr ""warrior"". In Norse mythology Víðarr was the son of Odin and Grid. At the time of the end of the world, the Ragnarok, he will avenge his father's death."
Military,VILJAR (2),m,Norwegian,"Possibly a modern coinage based on the Old Norse elements vili ""will, desire"" and herr ""army"" or arr ""warrior""."
Military,VOJISLAV,m,Serbian,"Derived from the Slavic elements voji ""warrior, soldier"" and slava ""glory, fame""."
Military,VOLKER,m,German,"Derived from the Germanic element fulc ""people"" combined with hari ""army""."
